INT Temp [°C];AUX Temp [°C];COMP Temp [°C];RELAY Temp [°C];INT Filter Temp [°C];AUX Filter Temp [°C];COMP Filter Temp [°C];RELAY Filter Temp [°C];Relay Control;Battery Charger;Power Dissipation [W];Relay Resistance [Ohm]
24.5723;23.9072;26.0437;37.2926;24.4939;24.0444;25.9975;37.2832;1.0000;0.0000;0.7258;0.0113
24.4441;23.9582;26.0697;37.3826;24.4935;24.0439;25.9984;37.2853;1.0000;0.0000;0.7257;0.0113
24.4698;23.8562;26.0697;37.3826;24.4941;24.0434;25.9995;37.2860;1.0000;0.0000;0.7257;0.0113
24.4954;23.8307;26.0437;37.2926;24.4946;24.0428;25.9980;37.2860;1.0000;0.0000;0.7257;0.0113
24.5723;23.9327;26.0437;37.4426;24.4947;24.0423;25.9990;37.2869;1.0000;0.0000;0.7257;0.0113
24.6236;23.9072;26.0697;37.3226;24.4953;24.0416;25.9990;37.2879;1.0000;0.0000;0.7257;0.0113
24.4698;23.9582;26.0957;37.3226;24.4960;24.0413;25.9986;37.2893;1.0000;0.0000;0.7257;0.0113
24.5210;24.0604;25.8360;37.3226;24.4963;24.0410;25.9983;37.2861;1.0000;0.0000;0.7257;0.0113
24.4698;23.9582;25.8879;37.2327;24.4966;24.0406;25.9990;37.2873;1.0000;0.0000;0.7257;0.0113
24.4185;23.9582;26.0437;37.2926;24.4960;24.0402;25.9992;37.2885;1.0000;0.0000;0.7257;0.0113
24.4441;23.9838;25.9658;37.5027;24.4943;24.0396;25.9989;37.2896;1.0000;0.0000;0.7257;0.0113
24.4954;23.9838;26.0177;37.2627;24.4926;24.0393;25.9990;37.2893;1.0000;0.0000;0.7257;0.0113
24.4954;23.8562;25.9658;37.3226;24.4939;24.0388;25.9991;37.2887;1.0000;0.0000;0.7257;0.0113
24.6236;23.8307;26.0697;37.2627;24.4936;24.0384;25.9985;37.2890;1.0000;0.0000;0.7257;0.0113
24.4954;23.9327;25.9398;37.2627;24.4934;24.0380;25.9989;37.2894;1.0000;0.0000;0.7257;0.0113
24.5980;23.7287;26.0437;37.2627;24.4948;24.0375;25.9999;37.2897;1.0000;0.0000;0.7257;0.0113
24.4441;23.9838;25.9658;37.1729;24.4913;24.0372;25.9987;37.2887;1.0000;0.0000;0.7257;0.0113
24.5210;24.0348;25.9917;37.3826;24.4924;24.0368;25.9988;37.2900;1.0000;0.0000;0.7257;0.0113
24.5210;23.9838;25.9658;37.0534;24.4924;24.0365;25.9995;37.2897;1.0000;0.0000;0.7257;0.0113
24.5980;23.8817;26.0437;37.3826;24.4941;24.0362;26.0001;37.2903;1.0000;0.0000;0.7257;0.0113
24.5467;23.8817;25.9917;37.2627;24.4960;24.0360;26.0006;37.2906;1.0000;0.0000;0.7257;0.0113
24.4185;23.9072;26.0177;37.2327;24.4959;24.0359;26.0018;37.2909;1.0000;0.0000;0.7257;0.0113
24.5980;23.9582;26.0697;37.2627;24.4973;24.0355;26.0024;37.2898;1.0000;0.0000;0.7257;0.0113
24.5467;24.0604;25.9917;37.2627;24.5007;24.0352;26.0014;37.2904;1.0000;0.0000;0.7257;0.0113
24.5980;24.0093;26.0177;37.2627;24.5011;24.0350;26.0015;37.2918;1.0000;0.0000;0.7257;0.0113
24.5467;23.9327;26.0437;37.3526;24.5012;24.0346;26.0031;37.2933;1.0000;0.0000;0.7256;0.0113
24.5723;24.0604;26.0437;37.3226;24.5016;24.0345;26.0034;37.2952;1.0000;0.0000;0.7256;0.0113
24.4698;23.9582;26.1217;37.2926;24.5023;24.0342;26.0041;37.2958;1.0000;0.0000;0.7256;0.0113
24.5723;23.9327;25.9917;37.2926;24.5031;24.0338;26.0042;37.2957;1.0000;0.0000;0.7256;0.0113
24.4954;24.0604;25.9398;37.0534;24.5033;24.0334;26.0053;37.2959;1.0000;0.0000;0.7256;0.0113
24.4954;23.9582;25.9917;37.2926;24.5027;24.0331;26.0057;37.2958;1.0000;0.0000;0.7256;0.0113
24.5467;24.0604;26.0957;37.2926;24.5049;24.0328;26.0054;37.2963;1.0000;0.0000;0.7256;0.0113
24.6236;23.9072;26.0437;37.2926;24.5063;24.0321;26.0061;37.2971;1.0000;0.0000;0.7256;0.0113
24.4441;24.0348;26.1217;37.5628;24.5068;24.0318;26.0066;37.2988;1.0000;0.0000;0.7256;0.0113
24.5723;23.8307;26.1217;37.3826;24.5085;24.0314;26.0063;37.3013;1.0000;0.0000;0.7255;0.0113
24.5210;23.9838;25.9398;37.3226;24.5077;24.0311;26.0064;37.3032;1.0000;0.0000;0.7255;0.0113
24.5210;23.9582;25.9398;37.2028;24.5090;24.0307;26.0066;37.3023;1.0000;0.0000;0.7255;0.0113
24.4441;23.9582;26.0177;37.3226;24.5076;24.0303;26.0055;37.3016;1.0000;0.0000;0.7255;0.0113
24.5210;24.0604;26.0697;37.3226;24.5079;24.0301;26.0062;37.3029;1.0000;0.0000;0.7255;0.0113
24.4954;24.0604;26.0437;37.3526;24.5074;24.0299;26.0070;37.3035;1.0000;0.0000;0.7255;0.0113
24.4954;24.0348;25.9917;37.3526;24.5071;24.0298;26.0079;37.3039;1.0000;0.0000;0.7255;0.0113
24.5467;24.0093;26.0697;37.3226;24.5068;24.0296;26.0085;37.3048;1.0000;0.0000;0.7255;0.0113
24.4698;23.9582;26.0177;37.3826;24.5073;24.0296;26.0087;37.3052;1.0000;0.0000;0.7255;0.0113
24.5467;24.1115;25.8879;37.2926;24.5072;24.0296;26.0101;37.3059;1.0000;0.0000;0.7255;0.0113
24.6493;24.0093;26.0697;37.2926;24.5080;24.0296;26.0096;37.3072;1.0000;0.0000;0.7255;0.0113
24.6236;24.0093;25.9917;37.1729;24.5085;24.0297;26.0090;37.3087;1.0000;0.0000;0.7254;0.0113
24.4441;24.1115;25.9398;37.1729;24.5085;24.0298;26.0095;37.3082;1.0000;0.0000;0.7254;0.0113
24.5723;24.1115;26.1737;37.3226;24.5095;24.0300;26.0102;37.3090;1.0000;0.0000;0.7254;0.0113
24.5723;24.0859;25.8879;37.1729;24.5091;24.0302;26.0108;37.3089;1.0000;0.0000;0.7254;0.0113
24.5723;24.1626;26.0177;37.4126;24.5093;24.0304;26.0112;37.3086;1.0000;0.0000;0.7254;0.0113
24.5210;24.0604;25.9139;37.2627;24.5083;24.0308;26.0098;37.3076;1.0000;0.0000;0.7254;0.0113
24.5723;24.0348;26.0177;37.2926;24.5081;24.0310;26.0092;37.3074;1.0000;0.0000;0.7254;0.0113
24.5723;24.1626;26.0437;37.2627;24.5078;24.0314;26.0112;37.3074;1.0000;0.0000;0.7254;0.0113
24.4954;24.1370;26.0177;37.2627;24.5081;24.0319;26.0122;37.3080;1.0000;0.0000;0.7254;0.0113
24.6236;24.1370;25.9658;37.1729;24.5081;24.0323;26.0129;37.3091;1.0000;0.0000;0.7254;0.0113
24.4954;24.1882;25.9917;37.4426;24.5087;24.0328;26.0135;37.3098;1.0000;0.0000;0.7254;0.0113
24.5723;24.1626;26.1217;37.1729;24.5093;24.0331;26.0145;37.3096;1.0000;0.0000;0.7254;0.0113
24.5723;24.2137;25.9917;37.5628;24.5103;24.0335;26.0150;37.3105;1.0000;0.0000;0.7254;0.0113
24.4698;24.1882;25.9917;37.3826;24.5121;24.0341;26.0155;37.3112;1.0000;0.0000;0.7254;0.0113
24.5467;24.3161;26.0697;37.2627;24.5140;24.0347;26.0162;37.3129;1.0000;0.0000;0.7254;0.0113
24.5210;24.0859;25.9398;37.3226;24.5147;24.0351;26.0162;37.3135;1.0000;0.0000;0.7254;0.0113
24.5467;24.2393;26.2257;37.2327;24.5155;24.0358;26.0159;37.3135;1.0000;0.0000;0.7254;0.0113
24.5210;24.3673;26.0697;37.1729;24.5160;24.0365;26.0168;37.3139;1.0000;0.0000;0.7254;0.0113
24.5467;24.1370;26.0437;37.2627;24.5166;24.0372;26.0177;37.3160;1.0000;0.0000;0.7253;0.0113
24.6236;24.2649;26.0697;37.2926;24.5164;24.0379;26.0166;37.3165;1.0000;0.0000;0.7253;0.0113
24.6236;24.2649;25.9917;37.2627;24.5174;24.0386;26.0169;37.3160;1.0000;0.0000;0.7253;0.0113
24.5467;24.2649;26.0957;37.2926;24.5177;24.0392;26.0173;37.3155;1.0000;0.0000;0.7253;0.0113
24.6493;24.3673;26.0957;37.3526;24.5191;24.0400;26.0181;37.3166;1.0000;0.0000;0.7253;0.0113
24.5210;24.2393;25.9658;37.3826;24.5193;24.0408;26.0177;37.3170;1.0000;0.0000;0.7253;0.0113
24.5723;24.3417;26.0437;37.3526;24.5211;24.0416;26.0173;37.3166;1.0000;0.0000;0.7253;0.0113
24.6236;24.3161;26.0957;37.3226;24.5184;24.0424;26.0174;37.3179;1.0000;0.0000;0.7253;0.0113
24.5980;24.3673;26.1217;37.2926;24.5181;24.0434;26.0191;37.3181;1.0000;0.0000;0.7253;0.0113
24.5467;24.2905;26.2518;37.3526;24.5190;24.0444;26.0198;37.3193;1.0000;0.0000;0.7253;0.0113
24.5723;24.3929;26.0437;37.5027;24.5189;24.0452;26.0198;37.3202;1.0000;0.0000;0.7253;0.0113
24.4441;24.3161;26.1217;37.4726;24.5202;24.0462;26.0214;37.3207;1.0000;0.0000;0.7253;0.0113
24.4954;24.2905;26.0437;37.3526;24.5193;24.0472;26.0215;37.3228;1.0000;0.0000;0.7252;0.0113
24.4441;24.3417;25.9398;37.2926;24.5192;24.0481;26.0213;37.3227;1.0000;0.0000;0.7252;0.0113
24.4441;24.4698;25.9917;37.2926;24.5200;24.0491;26.0221;37.3215;1.0000;0.0000;0.7253;0.0113
24.6236;24.3673;25.9398;37.3226;24.5212;24.0501;26.0225;37.3224;1.0000;0.0000;0.7252;0.0113
24.4954;24.3673;25.9658;37.3526;24.5219;24.0511;26.0230;37.3225;1.0000;0.0000;0.7252;0.0113
24.3929;24.2905;26.1997;37.4426;24.5229;24.0521;26.0238;37.3228;1.0000;0.0000;0.7252;0.0113
24.5980;24.3929;26.1217;37.2926;24.5217;24.0531;26.0248;37.3198;1.0000;0.0000;0.7253;0.0113
24.5723;24.2393;26.0697;37.3526;24.5218;24.0538;26.0250;37.3216;1.0000;0.0000;0.7253;0.0113
24.3929;24.2393;26.0437;37.2327;24.5209;24.0546;26.0251;37.3201;1.0000;0.0000;0.7253;0.0113
24.5723;24.4698;26.0177;37.3526;24.5209;24.0555;26.0244;37.3212;1.0000;0.0000;0.7253;0.0113
24.4185;24.1626;25.9917;37.3226;24.5217;24.0562;26.0254;37.3215;1.0000;0.0000;0.7253;0.0113
24.4698;24.2905;26.0697;37.2627;24.5220;24.0569;26.0254;37.3209;1.0000;0.0000;0.7253;0.0113
24.5210;24.3161;26.0177;37.5027;24.5211;24.0575;26.0259;37.3223;1.0000;0.0000;0.7252;0.0113
24.4698;24.2905;26.1217;37.3526;24.5196;24.0582;26.0263;37.3230;1.0000;0.0000;0.7252;0.0113
24.5467;24.3417;25.9917;37.3826;24.5191;24.0591;26.0268;37.3254;1.0000;0.0000;0.7252;0.0113
24.6236;24.1370;26.0697;37.2627;24.5210;24.0598;26.0267;37.3251;1.0000;0.0000;0.7252;0.0113
24.5723;24.2649;26.2778;37.3526;24.5206;24.0606;26.0277;37.3248;1.0000;0.0000;0.7252;0.0113
24.5467;24.3673;26.0957;37.4426;24.5212;24.0615;26.0290;37.3238;1.0000;0.0000;0.7252;0.0113
24.1882;24.2393;25.9917;37.2926;24.5189;24.0621;26.0285;37.3239;1.0000;0.0000;0.7252;0.0113
24.5210;24.0348;26.1477;37.5628;24.5196;24.0628;26.0285;37.3244;1.0000;0.0000;0.7252;0.0113
24.3929;24.3673;26.1217;37.4426;24.5191;24.0633;26.0293;37.3266;1.0000;0.0000;0.7252;0.0113
24.4185;24.3929;25.9917;37.3826;24.5200;24.0641;26.0300;37.3279;1.0000;0.0000;0.7252;0.0113
24.6236;24.3161;25.9917;37.4726;24.5211;24.0649;26.0295;37.3298;1.0000;0.0000;0.7251;0.0113
24.4698;24.1882;26.0697;37.4126;24.5211;24.0655;26.0291;37.3297;1.0000;0.0000;0.7251;0.0113
24.4441;24.1370;26.0437;37.3226;24.5187;24.0660;26.0290;37.3309;1.0000;0.0000;0.7251;0.0113
24.5210;24.2393;26.0697;37.4726;24.5196;24.0665;26.0283;37.3336;1.0000;0.0000;0.7251;0.0113
24.6236;24.1626;26.0697;37.4126;24.5200;24.0670;26.0287;37.3344;1.0000;0.0000;0.7251;0.0113
24.4954;24.1626;26.0437;37.4126;24.5191;24.0677;26.0293;37.3343;1.0000;0.0000;0.7251;0.0113
24.6750;24.2649;26.0697;37.3826;24.5190;24.0680;26.0294;37.3344;1.0000;0.0000;0.7251;0.0113
24.5723;24.1370;25.9658;37.5027;24.5189;24.0684;26.0291;37.3348;1.0000;0.0000;0.7251;0.0113
24.5210;24.2649;26.0697;37.4426;24.5194;24.0689;26.0303;37.3359;1.0000;0.0000;0.7251;0.0113
24.4185;24.1370;26.0697;37.3526;24.5191;24.0692;26.0309;37.3353;1.0000;0.0000;0.7251;0.0113
24.5467;24.2137;25.9658;37.4726;24.5210;24.0699;26.0325;37.3371;1.0000;0.0000;0.7250;0.0113
24.6236;24.3161;26.0177;37.5027;24.5217;24.0705;26.0329;37.3392;1.0000;0.0000;0.7250;0.0113
24.5467;24.3673;26.0177;37.3826;24.5204;24.0709;26.0321;37.3394;1.0000;0.0000;0.7250;0.0113
24.5467;24.3417;26.0437;37.2327;24.5200;24.0715;26.0322;37.3395;1.0000;0.0000;0.7250;0.0113
24.5210;24.2137;26.1217;37.4726;24.5202;24.0722;26.0322;37.3395;1.0000;0.0000;0.7250;0.0113
24.5210;24.1115;26.0437;37.2926;24.5201;24.0728;26.0329;37.3395;1.0000;0.0000;0.7250;0.0113
24.3417;24.1370;26.1217;37.2627;24.5200;24.0731;26.0327;37.3390;1.0000;0.0000;0.7250;0.0113
24.4954;24.2137;25.9917;37.3226;24.5192;24.0734;26.0312;37.3380;1.0000;0.0000;0.7250;0.0113
24.5467;24.2649;26.0437;37.4426;24.5196;24.0740;26.0307;37.3390;1.0000;0.0000;0.7250;0.0113
24.4441;24.1370;26.0697;37.2627;24.5189;24.0743;26.0295;37.3382;1.0000;0.0000;0.7250;0.0113
24.6236;24.1882;26.1477;37.3226;24.5194;24.0748;26.0300;37.3382;1.0000;0.0000;0.7250;0.0113
24.5210;24.1115;26.0437;37.4126;24.5205;24.0755;26.0298;37.3377;1.0000;0.0000;0.7250;0.0113
24.5980;24.2393;26.0697;37.3526;24.5219;24.0762;26.0297;37.3391;1.0000;0.0000;0.7250;0.0113
24.4954;24.2137;26.0957;37.3826;24.5227;24.0768;26.0310;37.3394;1.0000;0.0000;0.7250;0.0113
24.5723;24.3673;26.1737;37.2926;24.5213;24.0774;26.0323;37.3394;1.0000;0.0000;0.7250;0.0113
24.5467;24.2649;26.2257;37.4426;24.5218;24.0781;26.0327;37.3403;1.0000;0.0000;0.7250;0.0113
24.5723;24.1370;26.1477;37.2926;24.5232;24.0786;26.0331;37.3416;1.0000;0.0000;0.7250;0.0113
24.5980;24.2393;26.0697;37.4426;24.5240;24.0791;26.0332;37.3395;1.0000;0.0000;0.7250;0.0113
24.5210;24.2649;25.9917;37.4426;24.5245;24.0797;26.0334;37.3418;1.0000;0.0000;0.7250;0.0113
24.5980;24.1882;26.1737;37.4426;24.5255;24.0804;26.0354;37.3432;1.0000;0.0000;0.7250;0.0113
24.5210;24.1882;26.0957;37.2028;24.5264;24.0810;26.0356;37.3427;1.0000;0.0000;0.7250;0.0113
24.7777;24.2905;26.0177;37.3526;24.5275;24.0815;26.0378;37.3426;1.0000;0.0000;0.7250;0.0113
24.5467;24.1626;25.9917;37.3226;24.5281;24.0820;26.0374;37.3421;1.0000;0.0000;0.7250;0.0113
24.6236;24.1626;26.1217;37.3526;24.5301;24.0824;26.0381;37.3423;1.0000;0.0000;0.7250;0.0113
24.5210;24.2649;26.1477;37.4426;24.5304;24.0828;26.0389;37.3456;1.0000;0.0000;0.7249;0.0113
24.5980;24.2649;25.9917;37.3226;24.5310;24.0832;26.0390;37.3456;1.0000;0.0000;0.7249;0.0113
24.5467;24.1115;26.0437;37.2926;24.5327;24.0834;26.0396;37.3459;1.0000;0.0000;0.7249;0.0113
24.3929;24.1626;26.1217;37.3826;24.5323;24.0836;26.0406;37.3481;1.0000;0.0000;0.7249;0.0113
24.5210;24.1370;26.0697;37.3226;24.5326;24.0839;26.0425;37.3497;1.0000;0.0000;0.7249;0.0113
24.6493;24.1370;26.1217;37.3526;24.5335;24.0841;26.0429;37.3494;1.0000;0.0000;0.7249;0.0113
24.5210;24.0859;26.0697;37.2926;24.5339;24.0842;26.0428;37.3498;1.0000;0.0000;0.7249;0.0113
24.5467;24.1370;26.1217;37.2926;24.5335;24.0842;26.0421;37.3492;1.0000;0.0000;0.7249;0.0113
24.5723;24.1370;25.9917;37.2926;24.5338;24.0842;26.0419;37.3506;1.0000;0.0000;0.7249;0.0113
24.4441;24.2393;26.1217;37.4126;24.5356;24.0842;26.0441;37.3515;1.0000;0.0000;0.7249;0.0113
24.5467;24.1882;26.1737;37.4426;24.5360;24.0842;26.0457;37.3525;1.0000;0.0000;0.7248;0.0113
24.5210;24.1882;26.0697;37.3526;24.5348;24.0842;26.0471;37.3528;1.0000;0.0000;0.7248;0.0113
24.5723;24.1370;26.1477;37.4426;24.5345;24.0843;26.0481;37.3538;1.0000;0.0000;0.7248;0.0113
24.5723;24.1882;26.2257;37.3226;24.5341;24.0845;26.0489;37.3535;1.0000;0.0000;0.7248;0.0113
24.5210;24.2137;26.1217;37.3226;24.5338;24.0847;26.0483;37.3535;1.0000;0.0000;0.7248;0.0113
24.3417;24.0348;26.1477;37.2627;24.5325;24.0847;26.0489;37.3520;1.0000;0.0000;0.7248;0.0113
24.5723;24.1370;26.1477;37.3826;24.5330;24.0849;26.0496;37.3522;1.0000;0.0000;0.7248;0.0113
24.5723;24.1626;26.0957;37.4126;24.5335;24.0853;26.0508;37.3488;1.0000;0.0000;0.7249;0.0113
24.3929;24.2137;26.0697;37.3526;24.5339;24.0857;26.0517;37.3502;1.0000;0.0000;0.7249;0.0113
24.4441;24.2393;26.0957;37.4126;24.5339;24.0861;26.0536;37.3516;1.0000;0.0000;0.7249;0.0113
24.4185;24.1882;25.9917;37.3826;24.5326;24.0865;26.0540;37.3524;1.0000;0.0000;0.7248;0.0113
24.5723;24.3673;26.2257;37.3226;24.5330;24.0872;26.0559;37.3525;1.0000;0.0000;0.7248;0.0113
24.6236;24.3161;26.0697;37.4426;24.5350;24.0878;26.0572;37.3525;1.0000;0.0000;0.7248;0.0113
24.3417;24.2393;25.9398;37.4726;24.5354;24.0884;26.0583;37.3536;1.0000;0.0000;0.7248;0.0113
24.4698;24.1882;26.0177;37.3526;24.5356;24.0890;26.0591;37.3536;1.0000;0.0000;0.7248;0.0113
24.5210;24.1370;26.0957;37.4126;24.5369;24.0895;26.0606;37.3538;1.0000;0.0000;0.7248;0.0113
24.5210;24.3673;25.9917;37.3526;24.5382;24.0901;26.0612;37.3540;1.0000;0.0000;0.7248;0.0113
24.4441;24.2905;26.0177;37.3826;24.5384;24.0908;26.0617;37.3543;1.0000;0.0000;0.7248;0.0113
24.5723;24.3417;26.1477;37.2926;24.5391;24.0915;26.0628;37.3542;1.0000;0.0000;0.7248;0.0113
24.5467;24.3673;25.9917;37.5027;24.5396;24.0923;26.0638;37.3561;1.0000;0.0000;0.7248;0.0113
24.4954;24.2905;25.9917;37.3826;24.5398;24.0931;26.0628;37.3563;1.0000;0.0000;0.7248;0.0113
24.5467;24.1882;26.1737;37.4126;24.5395;24.0938;26.0643;37.3578;1.0000;0.0000;0.7248;0.0113
24.5467;24.3417;26.0437;37.3526;24.5397;24.0945;26.0650;37.3588;1.0000;0.0000;0.7248;0.0113
24.4698;24.3161;26.1217;37.5327;24.5410;24.0953;26.0664;37.3599;1.0000;0.0000;0.7247;0.0113
24.8034;24.2649;26.1477;37.5027;24.5420;24.0961;26.0681;37.3621;1.0000;0.0000;0.7247;0.0113
24.5210;24.2649;25.9917;37.3826;24.5427;24.0970;26.0681;37.3621;1.0000;0.0000;0.7247;0.0113
24.5467;24.2137;26.0177;37.4726;24.5436;24.0976;26.0689;37.3639;1.0000;0.0000;0.7247;0.0113
24.5210;24.3673;26.1217;37.2926;24.5431;24.0983;26.0699;37.3641;1.0000;0.0000;0.7247;0.0113
24.4954;24.2137;26.0957;37.5327;24.5423;24.0990;26.0702;37.3648;1.0000;0.0000;0.7247;0.0113
24.5467;24.1626;26.1477;37.5027;24.5418;24.0996;26.0714;37.3655;1.0000;0.0000;0.7247;0.0113
24.5723;24.2393;26.0697;37.3226;24.5434;24.1003;26.0726;37.3682;1.0000;0.0000;0.7246;0.0113
24.5467;24.2393;26.1477;37.2926;24.5424;24.1009;26.0729;37.3658;1.0000;0.0000;0.7247;0.0113
24.5210;24.3673;26.0177;37.3226;24.5433;24.1015;26.0727;37.3662;1.0000;0.0000;0.7247;0.0113
24.5467;24.2393;26.1737;37.4726;24.5431;24.1019;26.0740;37.3663;1.0000;0.0000;0.7247;0.0113
24.4954;24.1370;26.0177;37.3826;24.5433;24.1023;26.0734;37.3663;1.0000;0.0000;0.7247;0.0113
24.5723;24.1370;25.9658;37.4426;24.5436;24.1027;26.0715;37.3671;1.0000;0.0000;0.7246;0.0113
24.5467;24.2649;25.9917;37.4426;24.5415;24.1033;26.0709;37.3675;1.0000;0.0000;0.7246;0.0113
24.4698;24.1370;25.9917;37.2028;24.5401;24.1038;26.0690;37.3663;1.0000;0.0000;0.7247;0.0113
24.5723;24.3417;26.2257;37.3526;24.5398;24.1045;26.0691;37.3661;1.0000;0.0000;0.7247;0.0113
24.4954;24.3417;26.2257;37.4126;24.5407;24.1051;26.0705;37.3663;1.0000;0.0000;0.7247;0.0113
24.4441;24.2137;26.0957;37.4126;24.5404;24.1058;26.0701;37.3665;1.0000;0.0000;0.7247;0.0113
24.4441;24.1370;26.1217;37.5628;24.5399;24.1066;26.0702;37.3669;1.0000;0.0000;0.7246;0.0113
24.5980;24.2393;26.0957;37.4426;24.5402;24.1072;26.0700;37.3676;1.0000;0.0000;0.7246;0.0113
24.4954;24.3417;26.1217;37.3826;24.5397;24.1080;26.0699;37.3695;1.0000;0.0000;0.7246;0.0113
24.5723;24.3417;26.0697;37.4126;24.5406;24.1088;26.0700;37.3700;1.0000;0.0000;0.7246;0.0113
24.5980;24.2393;26.0177;37.5628;24.5412;24.1096;26.0710;37.3690;1.0000;0.0000;0.7246;0.0113
24.4698;24.2905;26.0957;37.5628;24.5412;24.1102;26.0718;37.3709;1.0000;0.0000;0.7246;0.0113
24.5467;24.3673;26.0177;37.4126;24.5417;24.1109;26.0712;37.3720;1.0000;0.0000;0.7246;0.0113
24.5210;24.3161;25.9917;37.4126;24.5420;24.1116;26.0720;37.3716;1.0000;0.0000;0.7246;0.0113
24.5723;24.3161;26.0697;37.4426;24.5417;24.1120;26.0727;37.3722;1.0000;0.0000;0.7246;0.0113
24.5980;24.3417;26.0437;37.4426;24.5420;24.1125;26.0734;37.3740;1.0000;0.0000;0.7246;0.0113
24.5980;24.2649;25.9917;37.3526;24.5440;24.1132;26.0738;37.3729;1.0000;0.0000;0.7246;0.0113
24.4954;24.3673;26.0177;37.3826;24.5439;24.1137;26.0746;37.3670;1.0000;0.0000;0.7246;0.0113
24.5980;24.2905;26.0697;37.2926;24.5443;24.1143;26.0753;37.3666;1.0000;0.0000;0.7246;0.0113
24.4954;24.1626;26.0437;37.3526;24.5439;24.1147;26.0752;37.3684;1.0000;0.0000;0.7246;0.0113
24.5723;24.2393;26.1217;37.3526;24.5436;24.1151;26.0754;37.3701;1.0000;0.0000;0.7246;0.0113
24.4954;24.1882;26.0957;37.5628;24.5433;24.1156;26.0749;37.3704;1.0000;0.0000;0.7246;0.0113
24.6236;24.1882;26.3299;37.4126;24.5436;24.1161;26.0765;37.3710;1.0000;0.0000;0.7246;0.0113
24.5210;24.1626;26.0957;37.4726;24.5442;24.1164;26.0779;37.3716;1.0000;0.0000;0.7246;0.0113
24.4441;24.2393;25.9917;37.5327;24.5431;24.1170;26.0780;37.3738;1.0000;0.0000;0.7246;0.0113
24.4441;24.1882;26.0697;37.3526;24.5441;24.1174;26.0781;37.3747;1.0000;0.0000;0.7245;0.0113
24.5723;24.2649;26.0437;37.4126;24.5442;24.1178;26.0781;37.3753;1.0000;0.0000;0.7245;0.0113
24.5210;24.1370;26.1477;37.5628;24.5453;24.1181;26.0786;37.3756;1.0000;0.0000;0.7245;0.0113
24.5723;24.1626;25.9917;37.3826;24.5460;24.1185;26.0791;37.3759;1.0000;0.0000;0.7245;0.0113
24.5723;24.2905;26.1477;37.3226;24.5470;24.1190;26.0792;37.3756;1.0000;0.0000;0.7245;0.0113
24.7263;24.1370;26.0697;37.3826;24.5480;24.1193;26.0792;37.3765;1.0000;0.0000;0.7245;0.0113
24.5467;24.2137;26.2257;37.4426;24.5484;24.1196;26.0795;37.3772;1.0000;0.0000;0.7245;0.0113
24.5210;24.2649;26.0437;37.3526;24.5479;24.1200;26.0815;37.3769;1.0000;0.0000;0.7245;0.0113
24.6493;24.1115;26.1217;37.4426;24.5489;24.1202;26.0823;37.3774;1.0000;0.0000;0.7245;0.0113
24.5467;24.1370;26.0957;37.3826;24.5485;24.1205;26.0818;37.3778;1.0000;0.0000;0.7245;0.0113
24.6493;24.1370;26.1737;37.2926;24.5500;24.1208;26.0838;37.3787;1.0000;0.0000;0.7245;0.0113
24.5467;24.0859;26.1477;37.4126;24.5507;24.1210;26.0841;37.3797;1.0000;0.0000;0.7245;0.0113
24.4441;24.0348;26.0177;37.2627;24.5488;24.1211;26.0844;37.3803;1.0000;0.0000;0.7245;0.0113
24.5723;24.2137;25.9917;37.4426;24.5500;24.1215;26.0846;37.3823;1.0000;0.0000;0.7244;0.0113
24.5980;24.1115;26.0957;37.4426;24.5480;24.1216;26.0849;37.3832;1.0000;0.0000;0.7244;0.0113
24.5723;24.1626;25.9917;37.4426;24.5490;24.1216;26.0850;37.3839;1.0000;0.0000;0.7244;0.0113
24.5467;24.1115;25.9917;37.6833;24.5487;24.1217;26.0851;37.3852;1.0000;0.0000;0.7244;0.0113
24.5210;24.1115;26.0957;37.4426;24.5484;24.1216;26.0841;37.3819;1.0000;0.0000;0.7244;0.0113
24.4441;24.1626;26.0957;37.2327;24.5473;24.1218;26.0837;37.3841;1.0000;0.0000;0.7244;0.0113
24.5210;24.1626;26.1477;37.2926;24.5471;24.1220;26.0847;37.3848;1.0000;0.0000;0.7244;0.0113
24.5723;24.2649;26.0177;37.4126;24.5470;24.1222;26.0843;37.3859;1.0000;0.0000;0.7244;0.0113
24.6493;24.1626;26.0957;37.4426;24.5483;24.1223;26.0850;37.3877;1.0000;0.0000;0.7244;0.0113
24.6236;24.2649;26.0957;37.5327;24.5485;24.1227;26.0872;37.3897;1.0000;0.0000;0.7243;0.0113
24.6750;24.1626;25.9917;37.5027;24.5489;24.1231;26.0869;37.3910;1.0000;0.0000;0.7243;0.0113
24.6750;24.1626;26.0957;37.5027;24.5503;24.1233;26.0863;37.3921;1.0000;0.0000;0.7243;0.0113
24.5210;24.2137;25.9917;37.3526;24.5499;24.1236;26.0864;37.3923;1.0000;0.0000;0.7243;0.0113
24.5980;24.0604;26.1217;37.6230;24.5505;24.1238;26.0877;37.3940;1.0000;0.0000;0.7243;0.0113
24.5723;24.2649;26.1737;37.3826;24.5510;24.1240;26.0875;37.3949;1.0000;0.0000;0.7243;0.0113
24.5210;24.0093;26.1217;37.3526;24.5520;24.1242;26.0878;37.3954;1.0000;0.0000;0.7243;0.0113
24.5723;24.0604;26.0437;37.3826;24.5515;24.1243;26.0877;37.3960;1.0000;0.0000;0.7243;0.0113
