INT Temp [°C];AUX Temp [°C];COMP Temp [°C];RELAY Temp [°C];INT Filter Temp [°C];AUX Filter Temp [°C];COMP Filter Temp [°C];RELAY Filter Temp [°C];Relay Control;Battery Charger;Power Dissipation [W];Relay Resistance [Ohm]
24.2393;21.2032;25.3702;25.4477;24.2636;21.2296;25.4072;25.4757;0.0000;0.0000;0.0000;0.0138
24.1882;21.2784;25.3960;25.4735;24.2634;21.2296;25.4063;25.4747;0.0000;0.0000;0.0000;0.0138
24.2393;21.3035;25.2669;25.5253;24.2622;21.2297;25.4063;25.4756;0.0000;0.0000;0.0000;0.0138
24.3417;21.2283;25.4735;25.4219;24.2628;21.2298;25.4066;25.4752;0.0000;0.0000;0.0000;0.0138
24.2905;21.2032;25.3960;25.4994;24.2643;21.2298;25.4055;25.4731;0.0000;0.0000;0.0000;0.0138
24.2905;21.3536;25.3960;25.4994;24.2641;21.2299;25.4047;25.4718;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.4477;25.3702;24.2638;21.2299;25.4056;25.4715;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.3960;25.4219;24.2628;21.2299;25.4061;25.4706;0.0000;0.0000;0.0000;0.0138
24.2393;21.3536;25.3702;25.6029;24.2613;21.2299;25.4064;25.4701;0.0000;0.0000;0.0000;0.0138
24.1370;21.3285;25.3960;25.4735;24.2575;21.2300;25.4059;25.4698;0.0000;0.0000;0.0000;0.0138
24.3161;21.2032;25.3960;25.5511;24.2575;21.2300;25.4053;25.4715;0.0000;0.0000;0.0000;0.0138
24.2137;21.3787;25.3960;25.3960;24.2567;21.2301;25.4059;25.4705;0.0000;0.0000;0.0000;0.0138
24.3673;21.1030;25.3702;25.4735;24.2570;21.2300;25.4063;25.4701;0.0000;0.0000;0.0000;0.0138
24.2393;21.2784;25.3444;25.6029;24.2572;21.2301;25.4065;25.4705;0.0000;0.0000;0.0000;0.0138
24.3161;21.2533;25.4477;25.4477;24.2581;21.2303;25.4069;25.4707;0.0000;0.0000;0.0000;0.0138
24.3417;21.2283;25.3960;25.6029;24.2587;21.2304;25.4064;25.4713;0.0000;0.0000;0.0000;0.0138
24.3673;21.1030;25.3702;25.3702;24.2601;21.2305;25.4068;25.4686;0.0000;0.0000;0.0000;0.0138
24.4185;21.2533;25.2927;25.3702;24.2609;21.2305;25.4055;25.4674;0.0000;0.0000;0.0000;0.0138
24.2649;21.3035;25.3702;25.4994;24.2606;21.2306;25.4060;25.4678;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.5511;25.4994;24.2611;21.2308;25.4065;25.4678;0.0000;0.0000;0.0000;0.0138
24.1882;21.3285;25.4994;25.4477;24.2610;21.2311;25.4062;25.4680;0.0000;0.0000;0.0000;0.0138
24.3161;21.2032;25.3960;25.5253;24.2613;21.2310;25.4050;25.4668;0.0000;0.0000;0.0000;0.0138
24.2393;21.2533;25.4219;25.3444;24.2610;21.2310;25.4050;25.4660;0.0000;0.0000;0.0000;0.0138
24.1370;21.2784;25.4219;25.4735;24.2617;21.2311;25.4047;25.4659;0.0000;0.0000;0.0000;0.0138
24.3161;21.1281;25.3702;25.3186;24.2621;21.2312;25.4050;25.4663;0.0000;0.0000;0.0000;0.0138
24.3161;21.2032;25.4477;25.3702;24.2622;21.2313;25.4043;25.4650;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.2927;25.5511;24.2617;21.2313;25.4032;25.4639;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.3702;25.4735;24.2623;21.2312;25.4034;25.4631;0.0000;0.0000;0.0000;0.0138
24.3161;21.3035;25.4477;25.3960;24.2614;21.2313;25.4042;25.4619;0.0000;0.0000;0.0000;0.0138
24.2137;21.2283;25.3960;25.3702;24.2595;21.2315;25.4042;25.4616;0.0000;0.0000;0.0000;0.0138
24.2905;21.1030;25.4477;25.3702;24.2591;21.2313;25.4048;25.4610;0.0000;0.0000;0.0000;0.0138
24.2649;21.2283;25.3960;25.4994;24.2593;21.2315;25.4033;25.4608;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.4219;25.4735;24.2588;21.2315;25.4035;25.4592;0.0000;0.0000;0.0000;0.0138
24.2393;21.3035;25.3960;25.4219;24.2585;21.2318;25.4035;25.4597;0.0000;0.0000;0.0000;0.0138
24.4185;21.1030;25.4477;25.4735;24.2597;21.2317;25.4038;25.4599;0.0000;0.0000;0.0000;0.0138
24.1370;21.0780;25.3702;25.3960;24.2609;21.2315;25.4024;25.4593;0.0000;0.0000;0.0000;0.0138
24.3929;21.2283;25.4735;25.4477;24.2601;21.2316;25.4032;25.4578;0.0000;0.0000;0.0000;0.0138
24.2649;21.3285;25.3702;25.9139;24.2604;21.2317;25.4034;25.4581;0.0000;0.0000;0.0000;0.0138
24.1370;21.1531;25.2927;25.4477;24.2599;21.2316;25.4030;25.4585;0.0000;0.0000;0.0000;0.0138
24.3673;21.1531;25.4219;25.4735;24.2608;21.2314;25.4030;25.4576;0.0000;0.0000;0.0000;0.0138
24.2905;21.1531;25.2669;25.3186;24.2608;21.2313;25.4021;25.4571;0.0000;0.0000;0.0000;0.0138
24.0859;21.1030;25.4219;25.4219;24.2595;21.2313;25.4021;25.4563;0.0000;0.0000;0.0000;0.0138
24.1882;21.1531;25.3186;25.6029;24.2602;21.2312;25.4013;25.4552;0.0000;0.0000;0.0000;0.0138
24.2393;21.1782;25.3702;25.5770;24.2593;21.2313;25.4013;25.4554;0.0000;0.0000;0.0000;0.0138
24.3417;21.2283;25.3186;25.4735;24.2591;21.2313;25.3994;25.4549;0.0000;0.0000;0.0000;0.0138
24.2137;21.3787;25.4477;25.4219;24.2586;21.2313;25.3991;25.4539;0.0000;0.0000;0.0000;0.0138
24.3161;21.0780;25.3186;25.4735;24.2587;21.2313;25.3984;25.4532;0.0000;0.0000;0.0000;0.0138
24.2393;21.1782;25.3186;25.3702;24.2583;21.2313;25.3989;25.4524;0.0000;0.0000;0.0000;0.0138
24.1626;21.3285;25.3444;25.4994;24.2569;21.2314;25.3994;25.4503;0.0000;0.0000;0.0000;0.0138
24.3673;21.2283;25.3960;25.5253;24.2576;21.2314;25.3996;25.4502;0.0000;0.0000;0.0000;0.0138
24.2649;21.2032;25.3186;25.3702;24.2575;21.2314;25.3982;25.4503;0.0000;0.0000;0.0000;0.0138
24.2905;21.0780;25.3960;25.6287;24.2581;21.2314;25.3975;25.4503;0.0000;0.0000;0.0000;0.0138
24.2393;21.2784;25.3960;25.4219;24.2580;21.2313;25.3969;25.4504;0.0000;0.0000;0.0000;0.0138
24.2649;21.2283;25.4477;25.5511;24.2576;21.2315;25.3972;25.4519;0.0000;0.0000;0.0000;0.0138
24.2905;21.1531;25.3444;25.3702;24.2573;21.2317;25.3959;25.4515;0.0000;0.0000;0.0000;0.0138
24.1882;21.2032;25.4477;25.4219;24.2560;21.2317;25.3955;25.4509;0.0000;0.0000;0.0000;0.0138
24.1626;21.3285;25.3702;25.4994;24.2549;21.2317;25.3955;25.4506;0.0000;0.0000;0.0000;0.0138
24.3161;21.1030;25.4219;25.4219;24.2562;21.2316;25.3958;25.4496;0.0000;0.0000;0.0000;0.0138
24.2393;21.0280;25.3186;25.3702;24.2552;21.2317;25.3956;25.4491;0.0000;0.0000;0.0000;0.0138
24.1882;21.1782;25.3960;25.4735;24.2539;21.2316;25.3959;25.4480;0.0000;0.0000;0.0000;0.0138
24.2137;21.1030;25.3960;25.5511;24.2540;21.2315;25.3958;25.4473;0.0000;0.0000;0.0000;0.0138
24.2905;21.3285;25.4994;25.4735;24.2532;21.2314;25.3941;25.4466;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.3702;25.2411;24.2540;21.2313;25.3939;25.4461;0.0000;0.0000;0.0000;0.0138
24.2137;21.1531;25.3960;25.4735;24.2531;21.2314;25.3958;25.4407;0.0000;0.0000;0.0000;0.0138
23.9582;21.2283;25.2927;25.3702;24.2526;21.2314;25.3950;25.4396;0.0000;0.0000;0.0000;0.0138
24.1626;21.2283;25.3702;25.4994;24.2525;21.2315;25.3950;25.4407;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.2669;25.4477;24.2527;21.2315;25.3943;25.4414;0.0000;0.0000;0.0000;0.0138
24.1882;21.2032;25.2927;25.4219;24.2527;21.2316;25.3936;25.4423;0.0000;0.0000;0.0000;0.0138
24.3673;21.2032;25.3960;25.3186;24.2530;21.2316;25.3931;25.4413;0.0000;0.0000;0.0000;0.0138
24.2393;21.1030;25.4219;25.4735;24.2527;21.2317;25.3920;25.4405;0.0000;0.0000;0.0000;0.0138
24.1626;21.2032;25.3960;25.4735;24.2521;21.2316;25.3924;25.4404;0.0000;0.0000;0.0000;0.0138
24.3161;21.1782;25.4994;25.3444;24.2537;21.2316;25.3925;25.4391;0.0000;0.0000;0.0000;0.0138
24.3417;21.0530;25.3702;25.3702;24.2532;21.2314;25.3920;25.4376;0.0000;0.0000;0.0000;0.0138
24.2905;21.1030;25.3960;25.4477;24.2531;21.2314;25.3913;25.4372;0.0000;0.0000;0.0000;0.0138
24.2393;21.3035;25.2669;25.3702;24.2514;21.2315;25.3912;25.4362;0.0000;0.0000;0.0000;0.0138
24.2393;21.1030;25.4219;25.3702;24.2512;21.2314;25.3914;25.4358;0.0000;0.0000;0.0000;0.0138
24.3417;21.2032;25.3960;25.3702;24.2515;21.2313;25.3899;25.4351;0.0000;0.0000;0.0000;0.0138
24.2393;21.1782;25.3702;25.4994;24.2519;21.2312;25.3906;25.4342;0.0000;0.0000;0.0000;0.0138
24.2393;21.3285;25.3702;25.3186;24.2510;21.2313;25.3901;25.4339;0.0000;0.0000;0.0000;0.0138
24.2393;21.1030;25.3702;25.4477;24.2517;21.2314;25.3897;25.4320;0.0000;0.0000;0.0000;0.0138
24.2905;21.2032;25.3702;25.3702;24.2524;21.2314;25.3893;25.4314;0.0000;0.0000;0.0000;0.0138
24.3673;21.1531;25.3960;25.4219;24.2533;21.2314;25.3888;25.4328;0.0000;0.0000;0.0000;0.0138
24.3673;21.2533;25.4219;25.3702;24.2545;21.2313;25.3887;25.4321;0.0000;0.0000;0.0000;0.0138
24.2137;21.1531;25.3960;25.4219;24.2543;21.2314;25.3874;25.4315;0.0000;0.0000;0.0000;0.0138
24.2905;21.2032;25.2669;25.4735;24.2548;21.2315;25.3876;25.4322;0.0000;0.0000;0.0000;0.0138
24.3161;21.1782;25.6029;25.4219;24.2555;21.2314;25.3869;25.4310;0.0000;0.0000;0.0000;0.0138
24.2393;21.2533;25.4477;25.3960;24.2565;21.2315;25.3871;25.4300;0.0000;0.0000;0.0000;0.0138
24.2649;21.2283;25.3444;25.4477;24.2548;21.2314;25.3867;25.4289;0.0000;0.0000;0.0000;0.0138
24.1370;21.1030;25.3960;25.4994;24.2542;21.2314;25.3868;25.4315;0.0000;0.0000;0.0000;0.0138
24.1626;21.1782;25.3960;25.4994;24.2541;21.2315;25.3856;25.4308;0.0000;0.0000;0.0000;0.0138
24.1882;21.2283;25.4994;25.4477;24.2540;21.2315;25.3857;25.4310;0.0000;0.0000;0.0000;0.0138
24.1115;21.1030;25.3702;25.3960;24.2527;21.2315;25.3848;25.4296;0.0000;0.0000;0.0000;0.0138
24.1882;21.2032;25.2927;25.4994;24.2523;21.2315;25.3835;25.4296;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.4994;25.4735;24.2512;21.2315;25.3830;25.4285;0.0000;0.0000;0.0000;0.0138
24.2649;21.1782;25.3444;25.3960;24.2521;21.2314;25.3824;25.4291;0.0000;0.0000;0.0000;0.0138
24.1370;21.2283;25.4477;25.4994;24.2514;21.2315;25.3818;25.4290;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.3960;25.3702;24.2513;21.2315;25.3821;25.4287;0.0000;0.0000;0.0000;0.0138
24.1882;21.0530;25.4477;25.3444;24.2506;21.2314;25.3811;25.4276;0.0000;0.0000;0.0000;0.0138
24.3673;21.2032;25.3186;25.3960;24.2508;21.2314;25.3805;25.4279;0.0000;0.0000;0.0000;0.0138
24.2137;21.1531;25.4477;25.4735;24.2509;21.2314;25.3811;25.4285;0.0000;0.0000;0.0000;0.0138
24.1882;21.2784;25.3186;25.3960;24.2509;21.2315;25.3799;25.4295;0.0000;0.0000;0.0000;0.0138
24.2905;21.2032;25.3702;25.3444;24.2518;21.2317;25.3804;25.4301;0.0000;0.0000;0.0000;0.0138
24.2905;21.2533;25.3960;25.3702;24.2523;21.2317;25.3803;25.4308;0.0000;0.0000;0.0000;0.0138
24.1882;21.2283;25.3960;25.3960;24.2517;21.2318;25.3793;25.4288;0.0000;0.0000;0.0000;0.0138
24.1370;21.2032;25.2669;25.4477;24.2507;21.2319;25.3790;25.4272;0.0000;0.0000;0.0000;0.0138
24.3161;21.1531;25.3960;25.2927;24.2503;21.2320;25.3795;25.4263;0.0000;0.0000;0.0000;0.0138
24.2393;21.1030;25.3186;25.3702;24.2482;21.2321;25.3786;25.4250;0.0000;0.0000;0.0000;0.0138
24.1882;21.4288;25.4994;25.4994;24.2477;21.2322;25.3803;25.4247;0.0000;0.0000;0.0000;0.0138
24.2649;21.2032;25.3960;25.3960;24.2465;21.2321;25.3801;25.4245;0.0000;0.0000;0.0000;0.0138
24.1370;21.2283;25.3702;25.3702;24.2466;21.2322;25.3798;25.4244;0.0000;0.0000;0.0000;0.0138
24.1115;21.1281;25.3960;25.4477;24.2467;21.2322;25.3787;25.4242;0.0000;0.0000;0.0000;0.0138
24.2649;21.2032;25.4219;25.3702;24.2445;21.2322;25.3788;25.4250;0.0000;0.0000;0.0000;0.0138
24.2393;21.1531;25.3186;25.4477;24.2441;21.2322;25.3780;25.4234;0.0000;0.0000;0.0000;0.0138
24.3161;21.2283;25.3960;25.4477;24.2449;21.2325;25.3782;25.4232;0.0000;0.0000;0.0000;0.0138
24.1370;21.1531;25.2669;25.3702;24.2448;21.2324;25.3769;25.4213;0.0000;0.0000;0.0000;0.0138
24.3417;21.2032;25.3960;25.3702;24.2442;21.2323;25.3769;25.4206;0.0000;0.0000;0.0000;0.0138
24.3673;21.3035;25.3444;25.3960;24.2448;21.2324;25.3769;25.4207;0.0000;0.0000;0.0000;0.0138
24.3673;21.2283;25.2927;25.4219;24.2452;21.2326;25.3760;25.4204;0.0000;0.0000;0.0000;0.0138
24.3161;21.1782;25.4219;25.3702;24.2455;21.2327;25.3763;25.4199;0.0000;0.0000;0.0000;0.0138
24.2393;21.1030;25.3702;25.3960;24.2452;21.2327;25.3771;25.4184;0.0000;0.0000;0.0000;0.0138
24.2649;21.3787;25.3702;25.3702;24.2467;21.2329;25.3769;25.4168;0.0000;0.0000;0.0000;0.0138
24.1115;21.2533;25.3444;25.3444;24.2464;21.2329;25.3775;25.4156;0.0000;0.0000;0.0000;0.0138
24.1882;21.1531;25.3960;25.5253;24.2437;21.2328;25.3776;25.4161;0.0000;0.0000;0.0000;0.0138
24.2393;21.0530;25.4477;25.4219;24.2438;21.2328;25.3787;25.4162;0.0000;0.0000;0.0000;0.0138
24.2649;21.2283;25.3960;25.4219;24.2404;21.2329;25.3786;25.4148;0.0000;0.0000;0.0000;0.0138
24.2393;21.2032;25.2669;25.2669;24.2418;21.2328;25.3783;25.4145;0.0000;0.0000;0.0000;0.0138
24.0859;21.2032;25.3960;25.3960;24.2418;21.2327;25.3780;25.4150;0.0000;0.0000;0.0000;0.0138
24.1626;21.2283;25.3186;25.3444;24.2411;21.2328;25.3772;25.4148;0.0000;0.0000;0.0000;0.0138
24.2393;21.1281;25.3702;25.2927;24.2408;21.2328;25.3761;25.4131;0.0000;0.0000;0.0000;0.0138
24.2649;21.1782;25.4994;25.3702;24.2408;21.2329;25.3753;25.4127;0.0000;0.0000;0.0000;0.0138
24.2649;21.2533;25.4477;25.4994;24.2409;21.2329;25.3748;25.4131;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.3960;25.3444;24.2413;21.2328;25.3746;25.4137;0.0000;0.0000;0.0000;0.0138
24.1626;21.1531;25.2669;25.3960;24.2422;21.2329;25.3751;25.4127;0.0000;0.0000;0.0000;0.0138
24.2393;21.2784;25.3444;25.4477;24.2418;21.2330;25.3753;25.4117;0.0000;0.0000;0.0000;0.0138
24.1370;21.2283;25.3444;25.3702;24.2411;21.2330;25.3734;25.4105;0.0000;0.0000;0.0000;0.0138
24.2137;21.2032;25.2669;25.4994;24.2430;21.2330;25.3725;25.4104;0.0000;0.0000;0.0000;0.0138
24.2137;21.1531;25.2669;25.3960;24.2421;21.2330;25.3708;25.4089;0.0000;0.0000;0.0000;0.0138
24.2905;21.2283;25.3702;25.3186;24.2436;21.2331;25.3709;25.4093;0.0000;0.0000;0.0000;0.0138
24.2649;21.1531;25.3702;25.4219;24.2433;21.2331;25.3720;25.4094;0.0000;0.0000;0.0000;0.0138
24.3161;21.3285;25.3702;25.3702;24.2431;21.2332;25.3724;25.4089;0.0000;0.0000;0.0000;0.0138
24.2649;21.1531;25.3444;25.3186;24.2442;21.2332;25.3711;25.4082;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.3960;25.3960;24.2434;21.2334;25.3714;25.4075;0.0000;0.0000;0.0000;0.0138
24.2649;21.1782;25.3960;25.4477;24.2436;21.2333;25.3718;25.4085;0.0000;0.0000;0.0000;0.0138
24.1370;21.2032;25.2669;25.3702;24.2434;21.2333;25.3704;25.4071;0.0000;0.0000;0.0000;0.0138
24.2137;21.2784;25.3702;25.5253;24.2422;21.2334;25.3705;25.4074;0.0000;0.0000;0.0000;0.0138
24.1115;21.1531;25.2927;25.3960;24.2434;21.2333;25.3706;25.4069;0.0000;0.0000;0.0000;0.0138
24.4185;21.1281;25.3186;25.4477;24.2428;21.2330;25.3697;25.4061;0.0000;0.0000;0.0000;0.0138
24.2649;21.2032;25.3702;25.4219;24.2427;21.2331;25.3709;25.4054;0.0000;0.0000;0.0000;0.0138
24.3417;21.3035;25.3702;25.4477;24.2420;21.2329;25.3703;25.4063;0.0000;0.0000;0.0000;0.0138
24.1882;21.2283;25.3960;25.3702;24.2384;21.2328;25.3684;25.4063;0.0000;0.0000;0.0000;0.0138
24.0348;21.2032;25.3960;25.3444;24.2373;21.2327;25.3692;25.4067;0.0000;0.0000;0.0000;0.0138
24.4698;21.2784;25.2411;25.4219;24.2364;21.2327;25.3685;25.4059;0.0000;0.0000;0.0000;0.0138
24.2649;21.2032;25.3960;25.3702;24.2364;21.2326;25.3680;25.4050;0.0000;0.0000;0.0000;0.0138
24.3161;21.2283;25.2153;25.3960;24.2364;21.2327;25.3666;25.4033;0.0000;0.0000;0.0000;0.0138
24.1626;21.2784;25.3960;25.3702;24.2369;21.2327;25.3676;25.4028;0.0000;0.0000;0.0000;0.0138
24.0859;21.2283;25.3702;25.5253;24.2360;21.2326;25.3656;25.4033;0.0000;0.0000;0.0000;0.0138
24.2393;21.1782;25.2669;25.3960;24.2353;21.2323;25.3649;25.4028;0.0000;0.0000;0.0000;0.0138
24.3673;21.1531;25.4219;25.2669;24.2363;21.2323;25.3648;25.4018;0.0000;0.0000;0.0000;0.0138
24.3417;21.2283;25.3702;25.3960;24.2363;21.2324;25.3648;25.4012;0.0000;0.0000;0.0000;0.0138
24.2905;21.3285;25.3186;25.5511;24.2363;21.2324;25.3645;25.4013;0.0000;0.0000;0.0000;0.0138
24.3673;21.2032;25.3960;25.4735;24.2372;21.2325;25.3642;25.4015;0.0000;0.0000;0.0000;0.0138
24.3161;21.1531;25.4219;25.3960;24.2369;21.2325;25.3641;25.4008;0.0000;0.0000;0.0000;0.0138
24.2649;21.2283;25.3960;25.2669;24.2363;21.2325;25.3644;25.3995;0.0000;0.0000;0.0000;0.0138
24.1370;21.2533;25.3186;25.3960;24.2370;21.2325;25.3640;25.3985;0.0000;0.0000;0.0000;0.0138
24.2649;21.3285;25.3702;25.4735;24.2377;21.2326;25.3638;25.3990;0.0000;0.0000;0.0000;0.0138
24.1370;21.2784;25.3702;25.3960;24.2376;21.2327;25.3641;25.4005;0.0000;0.0000;0.0000;0.0138
24.1882;21.2283;25.2669;25.2669;24.2378;21.2326;25.3640;25.3999;0.0000;0.0000;0.0000;0.0138
24.2393;21.2283;25.3702;25.4735;24.2380;21.2327;25.3640;25.4006;0.0000;0.0000;0.0000;0.0138
24.0859;21.1030;25.4219;25.3960;24.2381;21.2325;25.3639;25.3990;0.0000;0.0000;0.0000;0.0138
24.1370;21.2533;25.4219;25.5511;24.2374;21.2325;25.3638;25.3993;0.0000;0.0000;0.0000;0.0138
24.2137;21.3035;25.3702;25.4477;24.2386;21.2326;25.3642;25.3989;0.0000;0.0000;0.0000;0.0138
24.2649;21.2784;25.3960;25.3186;24.2382;21.2325;25.3639;25.3980;0.0000;0.0000;0.0000;0.0138
24.1882;21.2283;25.2669;25.3960;24.2385;21.2325;25.3622;25.3979;0.0000;0.0000;0.0000;0.0138
24.1370;21.3285;25.2927;25.4735;24.2380;21.2324;25.3625;25.3971;0.0000;0.0000;0.0000;0.0138
24.2905;21.2283;25.3444;25.4219;24.2382;21.2325;25.3625;25.3973;0.0000;0.0000;0.0000;0.0138
24.3673;21.2032;25.3444;25.2669;24.2384;21.2327;25.3611;25.3968;0.0000;0.0000;0.0000;0.0138
24.2649;21.1782;25.4219;25.3186;24.2379;21.2326;25.3610;25.3970;0.0000;0.0000;0.0000;0.0138
24.2649;21.3035;25.2153;25.3444;24.2372;21.2326;25.3595;25.3964;0.0000;0.0000;0.0000;0.0138
24.2137;21.3285;25.2927;25.4994;24.2374;21.2327;25.3568;25.3958;0.0000;0.0000;0.0000;0.0138
24.2393;21.3035;25.3186;25.3960;24.2382;21.2326;25.3557;25.3952;0.0000;0.0000;0.0000;0.0138
24.3673;21.2283;25.3444;25.4477;24.2390;21.2328;25.3555;25.3936;0.0000;0.0000;0.0000;0.0138
24.1370;21.1782;25.4477;25.3960;24.2362;21.2330;25.3555;25.3942;0.0000;0.0000;0.0000;0.0138
24.4185;21.2533;25.3960;25.2669;24.2375;21.2329;25.3544;25.3943;0.0000;0.0000;0.0000;0.0138
24.2649;21.2533;25.3702;25.3960;24.2373;21.2327;25.3546;25.3932;0.0000;0.0000;0.0000;0.0138
24.2137;21.2533;25.3702;25.3702;24.2367;21.2327;25.3548;25.3925;0.0000;0.0000;0.0000;0.0138
24.1370;21.2032;25.3960;25.3702;24.2358;21.2327;25.3551;25.3913;0.0000;0.0000;0.0000;0.0138
24.1115;21.2283;25.3444;25.4477;24.2340;21.2326;25.3546;25.3899;0.0000;0.0000;0.0000;0.0138
24.1626;21.2784;25.3186;25.2669;24.2342;21.2327;25.3547;25.3890;0.0000;0.0000;0.0000;0.0138
24.2649;21.1531;25.2411;25.4219;24.2344;21.2326;25.3534;25.3899;0.0000;0.0000;0.0000;0.0138
24.1370;21.3285;25.3186;25.4219;24.2346;21.2327;25.3535;25.3886;0.0000;0.0000;0.0000;0.0138
24.2393;21.1531;25.3960;25.5770;24.2345;21.2327;25.3533;25.3888;0.0000;0.0000;0.0000;0.0138
24.2649;21.3285;25.4219;25.2927;24.2350;21.2327;25.3533;25.3859;0.0000;0.0000;0.0000;0.0139
24.2905;21.1531;25.3444;25.3444;24.2350;21.2327;25.3540;25.3850;0.0000;0.0000;0.0000;0.0139
24.1115;21.2533;25.2411;25.4477;24.2339;21.2327;25.3542;25.3852;0.0000;0.0000;0.0000;0.0139
24.3673;21.2533;25.3960;25.2927;24.2353;21.2328;25.3544;25.3835;0.0000;0.0000;0.0000;0.0139
24.2649;21.1782;25.3186;25.4994;24.2341;21.2328;25.3543;25.3843;0.0000;0.0000;0.0000;0.0139
24.1370;21.2533;25.3444;25.4994;24.2324;21.2326;25.3537;25.3831;0.0000;0.0000;0.0000;0.0139
24.1882;21.2283;25.2927;25.2669;24.2321;21.2325;25.3535;25.3814;0.0000;0.0000;0.0000;0.0139
24.2649;21.1531;25.3960;25.4219;24.2311;21.2326;25.3529;25.3808;0.0000;0.0000;0.0000;0.0139
24.1626;21.2032;25.3702;25.3186;24.2293;21.2325;25.3524;25.3795;0.0000;0.0000;0.0000;0.0139
24.3673;21.3285;25.3444;25.3960;24.2294;21.2325;25.3525;25.3778;0.0000;0.0000;0.0000;0.0139
24.2137;21.1782;25.3702;25.2927;24.2303;21.2324;25.3526;25.3764;0.0000;0.0000;0.0000;0.0139
24.1882;21.1030;25.3186;25.7064;24.2296;21.2322;25.3531;25.3751;0.0000;0.0000;0.0000;0.0139
24.3161;21.2533;25.2669;25.4219;24.2301;21.2323;25.3525;25.3741;0.0000;0.0000;0.0000;0.0139
24.2393;21.2283;25.3702;25.4994;24.2297;21.2325;25.3526;25.3755;0.0000;0.0000;0.0000;0.0139
24.2649;21.2533;25.3702;25.3960;24.2299;21.2326;25.3525;25.3759;0.0000;0.0000;0.0000;0.0139
24.2649;21.2283;25.3444;25.3960;24.2291;21.2324;25.3514;25.3749;0.0000;0.0000;0.0000;0.0139
24.2393;21.1030;25.3186;25.3186;24.2293;21.2322;25.3522;25.3745;0.0000;0.0000;0.0000;0.0139
24.1882;21.2032;25.1638;25.3444;24.2297;21.2322;25.3519;25.3736;0.0000;0.0000;0.0000;0.0139
24.1626;21.3285;25.3186;25.4219;24.2293;21.2322;25.3511;25.3743;0.0000;0.0000;0.0000;0.0139
24.3161;21.2283;25.4477;25.3186;24.2301;21.2322;25.3516;25.3749;0.0000;0.0000;0.0000;0.0139
24.2393;21.2032;25.1380;25.3702;24.2309;21.2322;25.3508;25.3752;0.0000;0.0000;0.0000;0.0139
24.1370;21.2784;25.4219;25.3444;24.2302;21.2319;25.3511;25.3731;0.0000;0.0000;0.0000;0.0139
24.2393;21.2283;25.2669;25.3702;24.2300;21.2319;25.3496;25.3726;0.0000;0.0000;0.0000;0.0139
24.2393;21.2784;25.2669;25.3444;24.2312;21.2318;25.3498;25.3730;0.0000;0.0000;0.0000;0.0139
24.1626;21.2032;25.2927;25.3702;24.2314;21.2317;25.3498;25.3734;0.0000;0.0000;0.0000;0.0139
24.1626;21.3536;25.3444;25.2669;24.2309;21.2317;25.3503;25.3725;0.0000;0.0000;0.0000;0.0139
24.2649;21.2032;25.3186;25.4219;24.2314;21.2318;25.3495;25.3722;0.0000;0.0000;0.0000;0.0139
24.2137;21.2283;25.3960;25.3960;24.2334;21.2317;25.3497;25.3712;0.0000;0.0000;0.0000;0.0139
24.1370;21.2032;25.3960;25.2927;24.2333;21.2315;25.3497;25.3713;0.0000;0.0000;0.0000;0.0139
24.2393;21.3285;25.2669;25.3960;24.2336;21.2316;25.3498;25.3718;0.0000;0.0000;0.0000;0.0139
24.3161;21.2032;25.3444;25.3444;24.2336;21.2316;25.3499;25.3711;0.0000;0.0000;0.0000;0.0139
24.1370;21.2784;25.3960;25.5253;24.2305;21.2316;25.3489;25.3716;0.0000;0.0000;0.0000;0.0139
24.1882;21.3035;25.2669;25.3186;24.2306;21.2316;25.3477;25.3710;0.0000;0.0000;0.0000;0.0139
24.2393;21.2283;25.3702;25.3702;24.2311;21.2314;25.3469;25.3703;0.0000;0.0000;0.0000;0.0139
24.2393;21.1030;25.2669;25.2669;24.2311;21.2313;25.3481;25.3675;0.0000;0.0000;0.0000;0.0139
24.1882;21.2032;25.2669;25.3702;24.2290;21.2313;25.3484;25.3678;0.0000;0.0000;0.0000;0.0139
24.1626;21.2784;25.3960;25.4477;24.2288;21.2313;25.3481;25.3672;0.0000;0.0000;0.0000;0.0139
24.2137;21.2784;25.3960;25.4219;24.2281;21.2314;25.3470;25.3665;0.0000;0.0000;0.0000;0.0139
24.2137;21.3035;25.3444;25.2669;24.2269;21.2314;25.3468;25.3636;0.0000;0.0000;0.0000;0.0139
24.1370;21.2784;25.3960;25.2927;24.2268;21.2312;25.3467;25.3633;0.0000;0.0000;0.0000;0.0139
